module,type,name,res_id,src,value,comments
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15313,swim suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15314,two-piece,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15315,swim,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15317,bikini,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15327,blouse,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15328,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15329,top,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15330,woman,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15331,woman’s clothes,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15333,woman’s clothes,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15343,accessories,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15344,coin,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15345,purse,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15346,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15348,purse,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15358,accessories,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15359,bag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15360,handbag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15361,tote,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15362,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15363,purse,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15365,handbag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15375,accessories,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15376,bag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15377,clutch bag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15378,pouch,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15379,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15381,clutch bag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15391,bag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15392,hotel,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15393,shopping,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15394,shopping bags,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15396,shopping bags,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15406,backpack,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15407,bag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15408,rucksack,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15409,satchel,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15410,school,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15412,backpack,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15422,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15423,man,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15424,man’s shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15425,shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15427,man’s shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15437,athletic,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15438,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15439,runners,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15440,running shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15441,shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15442,sneaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15443,trainer,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15445,running shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15455,backpacking,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15456,boot,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15457,camping,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15458,hiking,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15460,hiking boot,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15470,ballet flat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15471,flat shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15472,slip-on,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15473,slipper,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15474,pump,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15476,flat shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15486,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15487,heel,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15488,high-heeled shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15489,shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15490,woman,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15492,high-heeled shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15502,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15503,sandal,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15504,shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15505,woman,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15506,woman’s sandal,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15508,woman’s sandal,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15518,ballet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15519,ballet shoes,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15520,dance,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15522,ballet shoes,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15532,boot,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15533,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15534,shoe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15535,woman,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15536,woman’s boot,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15538,woman’s boot,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15548,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15549,crown,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15550,king,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15551,queen,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15553,crown,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15563,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15564,hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15565,woman,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15566,woman’s hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15568,woman’s hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15578,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15579,hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15580,top,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15581,tophat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15583,top hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15593,cap,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15594,celebration,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15595,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15596,graduation,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15597,hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15599,graduation cap,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15609,baseball cap,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15610,billed cap,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15612,billed cap,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15622,aid,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15623,cross,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15624,face,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15625,hat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15626,helmet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15627,rescue worker’s helmet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15629,rescue worker’s helmet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15639,beads,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15640,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15641,necklace,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15642,prayer,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15643,religion,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15645,prayer beads,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15655,cosmetics,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15656,lipstick,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15657,make-up,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15658,makeup,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15660,lipstick,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15670,diamond,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15671,ring,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15673,ring,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15683,diamond,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15684,gem,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15685,gem stone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15686,jewel,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15687,gemstone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15689,gem stone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15699,mute,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15700,muted speaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15701,quiet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15702,silent,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15703,speaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15705,muted speaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15715,low,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15716,quiet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15717,soft,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15718,speaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15719,volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15720,speaker low volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15722,speaker low volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15732,medium,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15733,speaker medium volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15735,speaker medium volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15745,loud,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15746,speaker high volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15748,speaker high volume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15758,loud,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15759,loudspeaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15760,public address,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15762,loudspeaker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15772,cheering,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15773,megaphone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15775,megaphone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15787,horn,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15788,post,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15789,postal,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15791,postal horn,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15801,bell,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15803,bell,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15813,bell,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15814,bell with slash,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15815,forbidden,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15816,mute,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15817,quiet,,odoo-javascript
